hotel,count,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,0,17,2016,June,23,4,0,1,2,0.0,0,BB,BGR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,156.0,0,1,Check-Out,2016/6/5
City Hotel,1,0,6,2015,December,50,10,0,2,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0.0,0,0,Check-Out,2015/12/12
City Hotel,1,0,175,2017,July,27,7,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,89.1,0,0,Check-Out,2017/7/9
City Hotel,1,0,13,2015,September,38,16,0,1,2,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,98.4,0,0,Check-Out,2015/9/17
City Hotel,1,0,56,2016,May,20,9,1,3,2,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,121.0,,0,Transient,85.5,0,0,Check-Out,2016/5/13
City Hotel,1,0,22,2016,September,38,15,0,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,,0,Transient,149.0,0,2,Check-Out,2016/9/16
City Hotel,1,0,49,2016,March,10,4,2,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16.0,,0,Transient,65.0,0,0,Check-Out,2016/3/11
City Hotel,1,0,84,2016,October,41,3,1,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,118.8,0,3,Check-Out,2016/10/5
City Hotel,1,1,38,2016,June,26,20,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,88.8,0,0,Canceled,2016/5/13
City Hotel,1,0,171,2017,July,28,12,0,3,2,1.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,102.88,0,2,Check-Out,2017/7/15
City Hotel,1,1,226,2017,June,24,16,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20.0,,0,Transient,105.0,0,0,Canceled,2017/4/21
City Hotel,1,1,46,2017,March,12,22,0,3,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,8.0,,0,Transient,231.33,0,1,Canceled,2017/3/15
City Hotel,1,1,305,2016,November,45,4,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21.0,,0,Transient,89.0,0,0,Canceled,2016/2/1
City Hotel,1,0,140,2017,July,30,23,2,5,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,94.5,0,0,Check-Out,2017/7/30
City Hotel,1,0,54,2016,September,37,10,1,1,3,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,192.0,0,4,Check-Out,2016/9/12
City Hotel,1,0,1,2017,May,18,3,0,2,2,0.0,0,SC,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,150.0,0,0,Check-Out,2017/5/5
City Hotel,1,0,6,2016,November,47,13,1,0,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,F,F,0,No Deposit,45.0,,0,Transient,0.0,0,0,Check-Out,2016/11/14
City Hotel,1,0,21,2015,August,36,31,3,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,103.13,0,0,Check-Out,2015/9/8
City Hotel,1,0,18,2016,June,26,23,0,1,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,128.0,0,1,Check-Out,2016/6/24
City Hotel,1,0,479,2017,August,32,9,0,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,2017/8/12
City Hotel,1,1,262,2017,July,27,5,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,78.35,0,1,Canceled,2017/5/21
City Hotel,1,0,124,2017,March,12,25,2,4,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,57.6,0,1,Check-Out,2017/3/31
City Hotel,1,1,39,2015,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2015/7/6
City Hotel,1,0,27,2015,September,36,3,1,3,1,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,90.25,0,0,Check-Out,2015/9/7
City Hotel,1,1,72,2015,July,30,22,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,76.5,0,0,Canceled,2015/7/18
City Hotel,1,1,24,2017,May,20,15,1,1,2,1.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,135.0,0,0,Canceled,2017/4/22
City Hotel,1,0,79,2016,March,11,12,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,56.94,0,1,Check-Out,2016/3/19
City Hotel,1,0,98,2015,November,48,23,1,2,1,0.0,0,BB,DEU,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,,0,Transient-Party,70.0,0,0,Check-Out,2015/11/26
City Hotel,1,0,15,2016,February,9,25,0,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.0,0,0,Check-Out,2016/2/27
City Hotel,1,1,44,2017,February,9,26,2,2,2,1.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.8,0,1,Canceled,2017/2/10
City Hotel,1,0,100,2016,May,19,1,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,105.3,0,1,Check-Out,2016/5/4
City Hotel,1,1,258,2015,July,27,2,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Contract,62.0,0,0,Canceled,2015/1/1
City Hotel,1,0,28,2017,January,1,5,1,3,2,1.0,0,BB,HRV,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,2,Check-Out,2017/1/9
City Hotel,1,0,0,2016,July,32,31,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,115.0,0,0,Check-Out,2016/8/1
City Hotel,1,0,123,2016,April,17,21,1,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.08,0,0,Check-Out,2016/4/25
City Hotel,1,1,267,2016,March,14,31,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015/10/21
City Hotel,1,1,62,2016,March,12,19,1,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,0,Canceled,2016/1/17
City Hotel,1,0,1,2015,August,33,11,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,124.0,0,0,Check-Out,2015/8/12
City Hotel,1,0,189,2016,May,21,19,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,65.0,0,1,Check-Out,2016/5/22
City Hotel,1,0,86,2015,December,53,30,0,3,2,0.0,0,BB,CRI,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,81.86,0,1,Check-Out,2016/1/2
City Hotel,1,0,60,2016,October,42,11,0,1,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,127.8,1,1,Check-Out,2016/10/12
City Hotel,1,1,73,2017,March,12,22,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,100.3,0,0,Canceled,2017/1/9
City Hotel,1,0,30,2016,March,10,2,0,4,3,0.0,0,BB,BGR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,117.3,0,1,Check-Out,2016/3/6
City Hotel,1,0,0,2017,January,1,2,1,3,2,1.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.8,0,0,Check-Out,2017/1/6
City Hotel,1,0,82,2016,September,37,6,0,5,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,86.0,,0,Transient-Party,85.0,0,0,Check-Out,2016/9/11
City Hotel,1,0,6,2016,November,46,6,2,3,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,155.2,0,2,Check-Out,2016/11/11
City Hotel,1,1,37,2017,March,12,21,0,3,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.0,0,0,Canceled,2017/3/5
City Hotel,1,0,9,2017,July,30,24,1,2,2,1.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,149.48,0,2,Check-Out,2017/7/27
City Hotel,1,1,178,2016,August,32,4,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,108.3,0,0,Canceled,2016/4/23
City Hotel,1,0,97,2015,October,41,7,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015/10/9
City Hotel,1,0,479,2017,August,32,9,0,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,2017/8/12
City Hotel,1,0,27,2016,December,51,13,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.4,0,1,Check-Out,2016/12/17
City Hotel,1,1,451,2016,May,21,16,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0,Canceled,2016/3/14
City Hotel,1,1,151,2017,June,22,2,1,2,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,193.5,0,0,Canceled,2017/1/8
City Hotel,1,1,85,2017,April,15,10,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.25,0,0,Canceled,2017/1/15
City Hotel,1,0,17,2016,January,3,16,2,1,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,38.0,0,0,Check-Out,2016/1/19
City Hotel,1,0,1,2016,August,36,30,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,148.0,0,1,Check-Out,2016/9/1
City Hotel,1,0,99,2017,April,16,22,2,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,0,Check-Out,2017/4/27
City Hotel,1,1,27,2015,September,40,30,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,64.0,,21,Transient,108.0,0,0,Canceled,2015/9/24
City Hotel,1,0,15,2017,July,27,6,0,1,1,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,125.0,0,0,Check-Out,2017/7/7
City Hotel,1,0,86,2015,November,45,6,2,3,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,72.25,0,1,Check-Out,2015/11/11
City Hotel,1,0,85,2016,June,27,26,2,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.3,0,1,Check-Out,2016/7/2
City Hotel,1,0,159,2016,September,39,19,1,2,2,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,144.0,0,0,Check-Out,2016/9/22
City Hotel,1,0,0,2016,August,32,3,0,1,1,0.0,0,BB,PRT,Complementary,Direct,0,0,1,A,A,0,No Deposit,,45.0,0,Transient,0.0,0,4,Check-Out,2016/8/4
City Hotel,1,0,91,2016,October,42,12,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,113.4,0,0,Check-Out,2016/10/14
City Hotel,1,1,130,2017,April,16,21,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,286.0,,0,Transient,95.0,0,0,Canceled,2016/12/12
City Hotel,1,0,193,2016,September,40,30,1,2,2,0.0,0,BB,DEU,Groups,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,132.0,0,0,Check-Out,2016/10/3
City Hotel,1,0,113,2017,March,12,19,2,4,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,70.68,0,1,Check-Out,2017/3/25
City Hotel,1,1,65,2017,January,4,24,1,5,2,0.0,0,BB,SGP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,96.9,0,0,Canceled,2016/12/5
City Hotel,1,1,101,2016,June,25,17,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,95.88,0,0,Canceled,2016/6/13
City Hotel,1,0,9,2016,October,44,29,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,116.8,0,1,Check-Out,2016/10/31
City Hotel,1,1,263,2015,September,39,21,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,1,No Deposit,21.0,,0,Transient-Party,59.5,0,0,Canceled,2015/9/10
City Hotel,1,0,105,2016,March,13,20,2,4,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,88.12,0,0,Check-Out,2016/3/26
City Hotel,1,1,76,2016,September,37,4,2,0,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,G,0,No Deposit,8.0,,0,Transient,207.9,0,1,Canceled,2016/8/22
City Hotel,1,1,142,2016,April,17,22,2,3,1,0.0,0,BB,POL,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,89.0,0,0,Canceled,2016/1/18
City Hotel,1,1,68,2016,February,8,17,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,37.0,,0,Transient,75.0,0,0,Canceled,2016/1/6
City Hotel,1,0,22,2015,August,34,21,0,1,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,17.0,,0,Transient-Party,75.0,0,0,Check-Out,2015/8/22
City Hotel,1,0,21,2017,April,17,29,0,1,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,115.0,0,2,Check-Out,2017/4/30
City Hotel,1,0,11,2017,January,4,24,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,11,A,A,1,No Deposit,,40.0,0,Transient,65.0,0,1,Check-Out,2017/1/27
City Hotel,1,0,271,2016,September,39,23,0,2,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient-Party,95.4,0,0,Check-Out,2016/9/25
City Hotel,1,1,30,2016,March,11,10,0,3,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,98.1,0,0,Canceled,2016/3/7
City Hotel,1,1,76,2016,October,42,10,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234.0,,0,Transient-Party,120.0,0,0,Canceled,2016/9/15
City Hotel,1,0,0,2017,January,2,8,1,0,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,152.0,,0,Transient,59.04,0,0,Check-Out,2017/1/9
City Hotel,1,1,19,2015,October,41,6,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,1,0,A,A,0,Non Refund,82.0,,0,Transient,90.0,0,0,Canceled,2015/9/17
City Hotel,1,0,0,2017,July,28,11,0,1,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,152.0,,0,Transient,92.98,0,0,Check-Out,2017/7/12
City Hotel,1,1,11,2017,April,17,28,1,2,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,260.0,0,0,Canceled,2017/4/17
City Hotel,1,0,172,2017,July,29,18,0,4,2,3.0,0,BB,ITA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7.0,,0,Transient,215.27,0,2,Check-Out,2017/7/22
City Hotel,1,0,69,2016,March,14,31,2,4,1,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,95.2,0,1,Check-Out,2016/4/6
City Hotel,1,0,2,2017,January,2,13,0,1,2,1.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,135.0,0,0,Check-Out,2017/1/14
City Hotel,1,0,29,2016,December,53,30,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,104.0,,0,Transient-Party,161.67,0,0,Check-Out,2017/1/2
City Hotel,1,0,83,2015,September,40,30,0,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,,77,Transient-Party,112.2,0,0,Check-Out,2015/10/1
City Hotel,1,0,98,2015,November,48,23,1,2,1,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,,0,Transient-Party,70.0,0,0,Check-Out,2015/11/26
City Hotel,1,1,16,2016,December,53,28,2,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,76.67,0,0,Canceled,2016/12/12
City Hotel,1,0,3,2016,May,23,29,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,113.46,0,2,Check-Out,2016/6/4
City Hotel,1,0,69,2017,July,30,29,2,6,2,0.0,0,SC,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,126.0,0,2,Check-Out,2017/8/6
City Hotel,1,1,247,2016,October,44,28,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,110.0,0,0,Canceled,2016/3/15
City Hotel,1,1,99,2016,May,22,23,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,132.6,0,0,Canceled,2016/3/5
City Hotel,1,1,278,2015,July,30,22,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,1,Non Refund,1.0,,0,Transient-Party,60.0,0,0,Canceled,2015/7/2
City Hotel,1,0,215,2016,November,48,21,1,1,1,0.0,0,BB,NLD,Groups,Corporate,0,0,0,A,D,1,No Deposit,,233.0,0,Transient,75.0,0,0,Check-Out,2016/11/23
City Hotel,1,0,267,2017,August,34,25,2,2,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,166.5,0,2,Check-Out,2017/8/29
City Hotel,1,0,88,2016,July,28,5,2,5,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,127.8,0,1,Check-Out,2016/7/12
City Hotel,1,0,0,2016,September,38,16,1,2,1,0.0,0,BB,GRC,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,174.33,0,0,Check-Out,2016/9/19
City Hotel,1,1,23,2017,July,28,13,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,163.33,0,1,Canceled,2017/6/20
City Hotel,1,1,260,2016,September,39,22,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,113.4,0,0,Canceled,2016/1/16
City Hotel,1,1,129,2017,June,25,24,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,30.0,,0,Transient,120.0,0,0,Canceled,2017/2/15
City Hotel,1,0,220,2016,August,36,29,1,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,,0,Transient,85.5,0,0,Check-Out,2016/8/31
City Hotel,1,0,1,2015,November,46,10,0,1,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,,45.0,0,Transient,0.0,0,0,Check-Out,2015/11/11
City Hotel,1,1,87,2015,September,39,25,2,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0,Canceled,2015/9/9
City Hotel,1,1,276,2015,July,30,20,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015/6/29
City Hotel,1,0,184,2016,July,29,16,1,1,3,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,D,1,No Deposit,1.0,,0,Transient-Party,180.0,0,0,Check-Out,2016/7/18
City Hotel,1,0,25,2015,November,47,17,0,2,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,101.0,0,1,Check-Out,2015/11/19
City Hotel,1,1,55,2017,May,22,31,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,135.0,0,0,Canceled,2017/4/6
City Hotel,1,0,5,2017,April,15,13,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,2,Check-Out,2017/4/15
City Hotel,1,0,0,2016,November,49,28,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,330.0,0,Transient,84.0,0,0,Check-Out,2016/11/29
City Hotel,1,0,198,2016,May,21,20,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,98,Transient-Party,65.0,0,0,Check-Out,2016/5/21
City Hotel,1,0,140,2015,November,47,18,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,29.0,,87,Transient-Party,65.0,0,0,Check-Out,2015/11/21
City Hotel,1,1,313,2015,August,35,26,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015/7/2
City Hotel,1,1,144,2017,April,16,17,1,3,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,0,Canceled,2016/11/24
City Hotel,1,1,56,2017,February,7,14,0,2,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,1,Canceled,2016/12/20
City Hotel,1,0,0,2016,May,19,5,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,G,0,No Deposit,,216.0,0,Transient,111.2,0,0,Check-Out,2016/5/6
City Hotel,1,0,31,2016,May,20,13,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,16.0,,0,Transient,105.3,0,0,Check-Out,2016/5/15
City Hotel,1,1,211,2016,May,21,20,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,111,Transient,100.0,0,0,Canceled,2016/3/18
City Hotel,1,1,319,2017,August,33,16,2,5,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.39,0,1,Canceled,2017/3/19
City Hotel,1,0,277,2017,May,19,12,1,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16.0,,0,Transient,89.1,0,1,Check-Out,2017/5/15
City Hotel,1,1,281,2016,April,16,14,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015/10/21
City Hotel,1,0,23,2017,January,5,29,4,9,1,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,43.53,0,1,Check-Out,2017/2/11
City Hotel,1,0,93,2017,February,9,26,2,1,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,93.6,0,0,Check-Out,2017/3/1
City Hotel,1,0,39,2017,July,28,15,2,1,2,1.0,0,HB,DEU,Direct,Direct,0,0,0,E,E,1,No Deposit,14.0,,0,Transient,44.0,0,2,Check-Out,2017/7/18
City Hotel,1,1,277,2016,November,46,7,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100.0,0,0,Canceled,2016/4/4
City Hotel,1,0,34,2016,February,9,22,2,5,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,80.04,1,0,Check-Out,2016/2/29
City Hotel,1,1,111,2016,December,50,7,0,4,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.0,0,0,Canceled,2016/8/18
City Hotel,1,0,40,2016,August,33,13,2,2,2,0.0,0,BB,SVK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,149.4,0,2,Check-Out,2016/8/17
City Hotel,1,1,305,2016,November,45,4,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21.0,,0,Transient,89.0,0,0,Canceled,2016/2/1
City Hotel,1,0,16,2015,September,39,25,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,170.0,0,1,Check-Out,2015/9/29
City Hotel,1,0,55,2017,July,30,23,2,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,134.0,0,2,Check-Out,2017/7/25
